Name,Program,Notes,Don't show on website,Start,End,Site,Estimated Cost,Total Service Hours,Total Prep Hours (entered in minutes),Num Participants,Map,Program Name,Description,Pictures,Age Group,Female,Male,Summary of Event,Staffed By,Num Caucasian,Num Hispanic,Num Asian,Num African American,Num Age: k-5,Num Age: 6-8,Num Age: 9-12,Num Age: Adult,Num Other/Prefer not to say,Address,Adults
Apr 23rd Mon 5:30 PM to 7:00 PM Creative Coding with Scratch,Creative Coding with Scratch,,,"April 23, 2018 5:30pm","April 23, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.",maxresdefault.jpg (https://dl.airtable.com/8lyImNs4QFm9sSOMoulm_maxresdefault.jpg),"k-5th, 6th-8th, 9th-12",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Apr 24th Tue 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"April 24, 2018 3:30pm","April 24, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
Apr 25th Wed 5:30 PM to 7:00 PM Creative Coding with Scratch,Creative Coding with Scratch,,,"April 25, 2018 5:30pm","April 25, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.",maxresdefault.jpg (https://dl.airtable.com/8lyImNs4QFm9sSOMoulm_maxresdefault.jpg),"k-5th, 6th-8th, 9th-12",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Apr 26th Thu 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"April 26, 2018 3:30pm","April 26, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
Apr 30th Mon 5:30 PM to 7:00 PM Creative Coding with Scratch,Creative Coding with Scratch,,,"April 30, 2018 5:30pm","April 30, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.",maxresdefault.jpg (https://dl.airtable.com/8lyImNs4QFm9sSOMoulm_maxresdefault.jpg),"k-5th, 6th-8th, 9th-12",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
May 1st Tue 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 1, 2018 3:30pm","May 1, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
May 2nd Wed 5:30 PM to 7:00 PM Creative Coding with Scratch,Creative Coding with Scratch,,,"May 2, 2018 5:30pm","May 2, 2018 7:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.",maxresdefault.jpg (https://dl.airtable.com/8lyImNs4QFm9sSOMoulm_maxresdefault.jpg),"k-5th, 6th-8th, 9th-12",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
May 3rd Thu 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 3, 2018 3:30pm","May 3, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
May 8th Tue 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 8, 2018 3:30pm","May 8, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
May 10th Thu 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 10, 2018 3:30pm","May 10, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
May 15th Tue 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 15, 2018 3:30pm","May 15, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
May 17th Thu 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 17, 2018 3:30pm","May 17, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
May 19th Sat 11:30 AM to 1:30 PM Intro to Physical Computing with MicroBit,Intro to Physical Computing with MicroBit,,,"May 19, 2018 11:30am","May 19, 2018 1:30pm",Scenic Woods Regional Library,,2:00,,5,"https://maps.google.com/maps?hl=en&q=Scenic+Woods+Regional+Library+10677+Homestead+Rd,++Houston+TX+77016",Invent to Learn,Students will be introduced to physical computing concepts by programming LED lights and using sensors on the MicroBit.,BBC_Microbit.jpg (https://dl.airtable.com/nEQBn5gHQtKtyutzYLom_BBC_Microbit.jpg),"k-5th, 6th-8th",,,,,,,,,,,,,,"10677 Homestead Rd, 
Houston TX
77016",
May 19th Sat 3:00 PM to 7:00 PM Paper Circuits,Paper Circuits,,,"May 19, 2018 3:00pm","May 19, 2018 7:00pm",Market Square Park,,4:00,,30,"https://maps.google.com/maps?hl=en&q=Market+Square+Park+301+Milam+St,++Houston+TX+77002",The Ripple Effect,Participants are able to immediately apply what they learn about electricity science by making and taking home a light-up card that is personally meaningful to them. ,"3136bf8ac0c5cfb54ea0f5f73734e389--south-lake-tahoe-county-library.jpg (https://dl.airtable.com/kGBXrWqQnClOvXr72C39_3136bf8ac0c5cfb54ea0f5f73734e389--south-lake-tahoe-county-library.jpg), 15737706396_4bc5d6450d.jpg (https://dl.airtable.com/MD97B7cZSGC6YntOKVhi_15737706396_4bc5d6450d.jpg)","k-5th, 6th-8th, 9th-12",,,,,,,,,,,,,,"301 Milam St, 
Houston TX
77002",
May 22nd Tue 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 22, 2018 3:30pm","May 22, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
May 24th Thu 3:30 PM to 5:00 PM Build Your Own Virtual Reality,Build Your Own Virtual Reality,,,"May 24, 2018 3:30pm","May 24, 2018 5:00pm",KIPP Academy,,1:30,,,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099",Ready for the Future,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ",webvr.jpg (https://dl.airtable.com/RvI0Nz8pR6iVmwgFTUnu_webvr.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"10711 KIPP Way, 
Houston TX
77099",
Jun 6th Wed 1:30 PM to 3:00 PM Musical DJ - Live Coding,Musical DJ - Live Coding,,,"June 6, 2018 1:30pm","June 6, 2018 3:00pm",Young Neighborhood Library,,1:30,,12,"https://maps.google.com/maps?hl=en&q=Young+Neighborhood+Library+5107+Griggs+Rd.,++Houston+TX+77021",Coding and the Arts,"Students make music using code! We'll experiment with sounds and code computers to make notes and songs for us. Students will learn about coding concepts such as loops, timing, and using numbers while expressing their creativity.",cambridge-junction_sonicpi.jpg (https://dl.airtable.com/RCQg7WUmQb55QxnI7fAg_cambridge-junction_sonicpi.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"5107 Griggs Rd., 
Houston TX
77021",
Jun 7th Thu 3:00 PM to 4:30 PM Hack a Webpage,Hack a Webpage,,,"June 7, 2018 3:00pm","June 7, 2018 4:30pm",Smith Neighborhood Library,,1:30,,2,"https://maps.google.com/maps?hl=en&q=Smith+Neighborhood+Library+3624+Scott+St,++Houston+TX+77004",Invent to Learn,"Students explore and hack the guts of their favorite webpages!  All the changes will be temporary, but they get to change text, colors, borders, even replace images with their favorite gifs.","devtools-window.png (https://dl.airtable.com/4zMq7hjVQYqpUy2JFMpT_devtools-window.png), branko-stancevic-417172-unsplash.jpg (https://dl.airtable.com/XKjGXwMrRlWKJpgHUNRV_branko-stancevic-417172-unsplash.jpg)","6th-8th, 9th-12",,2,,,,1,,1,,,,,,"3624 Scott St, 
Houston TX
77004",
Jun 9th Sat 9:00 AM to 2:00 PM Raspberry Jam,Raspberry Jam,,checked,"June 9, 2018 9:00am","June 9, 2018 2:00pm",Montgomery County Central Library,,5:00,,9,"https://maps.google.com/maps?hl=en&q=Montgomery+County+Central+Library+104+I-45+North,++Houston+TX+77031",The Ripple Effect,"Raspberry Jams are community events for people to come together to learn about digital making with Raspberry Pi. Jam events come in all shapes and sizes: workshops for beginners, drop-in sessions to work on your own projects, show-and-tell, talks, and more. A Jam is a meeting of all kinds of people: some will be new to physical computing, and some will have plenty of experience that they are happy to share. Jams are welcoming events where you’ll meet and learn from like-minded people in a friendly environment.","FXZXNI8HKPX6H1B.RECT2100.jpg (https://dl.airtable.com/Pe98BURQIe11GOr77Qwq_FXZXNI8HKPX6H1B.RECT2100.jpg), programme-thumbnail-01.png (https://dl.airtable.com/EDi6NsZOTFQGSG6pyFj5_programme-thumbnail-01.png)","k-5th, 6th-8th, 9th-12, adult",2,7,,,,,,,,,,,,"104 I-45 North, 
Houston TX
77031",checked
Jun 13th Wed 4:00 PM to 5:00 PM ASCII Art,ASCII Art,,,"June 13, 2018 4:00pm","June 13, 2018 5:00pm",Heights Neighborhood Library,,1:00,,4,"https://maps.google.com/maps?hl=en&q=Heights+Neighborhood+Library+1302+Heights+Blvd,++Houston+TX+77008",Coding and the Arts,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.",CIdWGtFWwAAlBu5.png (https://dl.airtable.com/RcgC2gLTke20hey0EkQG_CIdWGtFWwAAlBu5.png),"9th-12, 6th-8th",2,2,,,,3,1,,,,,,,"1302 Heights Blvd, 
Houston TX
77008",
Jun 14th Thu 3:30 PM to 4:30 PM ASCII Art,ASCII Art,,,"June 14, 2018 3:30pm","June 14, 2018 4:30pm",Freed-Montrose Library,,1:00,,3,"https://maps.google.com/maps?hl=en&q=Freed-Montrose+Library+4100+Montrose+Blvd,++Houston+TX+77006",Coding and the Arts,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.",CIdWGtFWwAAlBu5.png (https://dl.airtable.com/RcgC2gLTke20hey0EkQG_CIdWGtFWwAAlBu5.png),"9th-12, 6th-8th",2,1,,,2,,,1,,,,,,"4100 Montrose Blvd, 
Houston TX
77006",
Jun 19th Tue 2:00 PM to 3:00 PM ASCII Art,ASCII Art,,,"June 19, 2018 2:00pm","June 19, 2018 3:00pm",Looscan Library,,1:00,,13,"https://maps.google.com/maps?hl=en&q=Looscan+Library+2510+Willowick+Houston,++Houston+TX+77027",Coding and the Arts,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.",CIdWGtFWwAAlBu5.png (https://dl.airtable.com/RcgC2gLTke20hey0EkQG_CIdWGtFWwAAlBu5.png),"9th-12, 6th-8th",5,8,,,6,1,6,,,,,,,"2510 Willowick Houston, 
Houston TX
77027",
Jun 20th Wed 1:30 PM to 3:00 PM Musical DJ - Live Coding,Musical DJ - Live Coding,,,"June 20, 2018 1:30pm","June 20, 2018 3:00pm",Stimley-Blue Ridge Library,,1:30,,12,"https://maps.google.com/maps?hl=en&q=Stimley-Blue+Ridge+Library+7007+West+Fuqua,++Houston+TX+77489",Coding and the Arts,"Students make music using code! We'll experiment with sounds and code computers to make notes and songs for us. Students will learn about coding concepts such as loops, timing, and using numbers while expressing their creativity.",cambridge-junction_sonicpi.jpg (https://dl.airtable.com/RCQg7WUmQb55QxnI7fAg_cambridge-junction_sonicpi.jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"7007 West Fuqua, 
Houston TX
77489",
Jun 21st Thu 3:00 PM to 4:30 PM ASCII Art,ASCII Art,,,"June 21, 2018 3:00pm","June 21, 2018 4:30pm",Moody Neighborhood Library,,1:30,,3,"https://maps.google.com/maps?hl=en&q=Moody+Neighborhood+Library+9525+Irvington+Blvd,++Houston+TX+77076",Coding and the Arts,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.",CIdWGtFWwAAlBu5.png (https://dl.airtable.com/RcgC2gLTke20hey0EkQG_CIdWGtFWwAAlBu5.png),"9th-12, 6th-8th",1,2,,,,1,,2,,,,,,"9525 Irvington Blvd, 
Houston TX
77076",
Jun 26th Tue 8:00 AM to 1:00 PM Raspberry Jam,Raspberry Jam,,checked,"June 26, 2018 8:00am","June 26, 2018 1:00pm",AIG Office,,5:00,,12,"https://maps.google.com/maps?hl=en&q=AIG+Office+2929+Allen+Pkwy+#1300,++Houston+TX+77019",The Ripple Effect,"Raspberry Jams are community events for people to come together to learn about digital making with Raspberry Pi. Jam events come in all shapes and sizes: workshops for beginners, drop-in sessions to work on your own projects, show-and-tell, talks, and more. A Jam is a meeting of all kinds of people: some will be new to physical computing, and some will have plenty of experience that they are happy to share. Jams are welcoming events where you’ll meet and learn from like-minded people in a friendly environment.","FXZXNI8HKPX6H1B.RECT2100.jpg (https://dl.airtable.com/Pe98BURQIe11GOr77Qwq_FXZXNI8HKPX6H1B.RECT2100.jpg), programme-thumbnail-01.png (https://dl.airtable.com/EDi6NsZOTFQGSG6pyFj5_programme-thumbnail-01.png)","k-5th, 6th-8th, 9th-12, adult",,,,,,,,,,,,,,"2929 Allen Pkwy #1300, 
Houston TX
77019",checked
Jun 28th Thu 1:30 PM to 2:30 PM ASCII Art,ASCII Art,,,"June 28, 2018 1:30pm","June 28, 2018 2:30pm",Henington-Alief Regional Library,,1:00,,7,"https://maps.google.com/maps?hl=en&q=Henington-Alief+Regional+Library+7979+S+Kirkwood+Rd,++Houston+TX+77072",Coding and the Arts,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.",CIdWGtFWwAAlBu5.png (https://dl.airtable.com/RcgC2gLTke20hey0EkQG_CIdWGtFWwAAlBu5.png),"9th-12, 6th-8th",4,3,,,,2,,5,,,,,,"7979 S Kirkwood Rd, 
Houston TX
77072",
Jul 2nd Mon 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 2, 2018 4:30pm","July 2, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,15,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",5,6,,,1,10,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 5th Thu 11:00 AM to 12:30 PM Musical DJ - Live Coding,Musical DJ - Live Coding,,,"July 5, 2018 11:00am","July 5, 2018 12:30pm",Lakewood Neighborhood Library at Service Center,,1:30,,10,"https://maps.google.com/maps?hl=en&q=Lakewood+Neighborhood+Library+at+Service+Center+9720+Spaulding+St.,++Houston+TX+77016",Coding and the Arts,"Students make music using code! We'll experiment with sounds and code computers to make notes and songs for us. Students will learn about coding concepts such as loops, timing, and using numbers while expressing their creativity.",cambridge-junction_sonicpi.jpg (https://dl.airtable.com/RCQg7WUmQb55QxnI7fAg_cambridge-junction_sonicpi.jpg),"6th-8th, 9th-12",8,2,,,,,,10,,,,,,"9720 Spaulding St., 
Houston TX
77016",
Jul 5th Thu 3:00 PM to 4:30 PM Creative Coding with p5js,Creative Coding with p5js,,,"July 5, 2018 3:00pm","July 5, 2018 4:30pm",Scenic Woods Regional Library,,1:30,,5,"https://maps.google.com/maps?hl=en&q=Scenic+Woods+Regional+Library+10677+Homestead+Rd,++Houston+TX+77016",Coding and the Arts,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","playdoh-and-circuits.jpg (https://dl.airtable.com/KjSQDPElQTqRxavkREuf_playdoh-and-circuits.jpg), p5-sq-white-background.png (https://dl.airtable.com/QwUVUfsiSfKsEXczw5Fw_p5-sq-white-background.png)",9th-12,,,,,,,,,,,,,,"10677 Homestead Rd, 
Houston TX
77016",
Jul 7th Sat 10:00 AM to 2:00 PM Circuit Beats,Circuit Beats,,,"July 7, 2018 10:00am","July 7, 2018 2:00pm",Finnigan Community Center,,4:00,,40,"https://maps.google.com/maps?hl=en&q=Finnigan+Community+Center+4900+Providence,++Houston+TX+77020",Invent to Learn,"Students will be introduced to coding and circuitry concepts with the MakeyMakey circuit board to construct custom-coded electronics. 
Students will be able to experience being the creators, and not just the consumers of technological inventions.","FMY9ALNIQSABCAJ.MEDIUM.jpg (https://dl.airtable.com/QdIg4Ke7ShuL16inaPek_FMY9ALNIQSABCAJ.MEDIUM.jpg), F8NONCKIAG0M4EC.MEDIUM.jpg (https://dl.airtable.com/gobntn6eSuuzyq1aeRuB_F8NONCKIAG0M4EC.MEDIUM.jpg), ps-hou-2017-15+%281+of+1%29.jpg (https://dl.airtable.com/MEZhMesCShyFGg8KxKxg_ps-hou-2017-15%2B%25281%2Bof%2B1%2529.jpg)","9th-12, k-5th, 6th-8th",,,,,,,,,,,,,,"4900 Providence, 
Houston TX
77020",
Jul 9th Mon 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 9, 2018 4:30pm","July 9, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 11th Wed 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 11, 2018 4:30pm","July 11, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 16th Mon 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 16, 2018 4:30pm","July 16, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 18th Wed 1:30 PM to 3:00 PM Creative Coding with p5js,Creative Coding with p5js,,,"July 18, 2018 1:30pm","July 18, 2018 3:00pm",Young Neighborhood Library,,1:30,,2,"https://maps.google.com/maps?hl=en&q=Young+Neighborhood+Library+5107+Griggs+Rd.,++Houston+TX+77021",Coding and the Arts,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","playdoh-and-circuits.jpg (https://dl.airtable.com/KjSQDPElQTqRxavkREuf_playdoh-and-circuits.jpg), p5-sq-white-background.png (https://dl.airtable.com/QwUVUfsiSfKsEXczw5Fw_p5-sq-white-background.png)",9th-12,,,,,,,,,,,,,,"5107 Griggs Rd., 
Houston TX
77021",
Jul 18th Wed 4:30 PM to 6:00 PM Creative Coding - Storytelling,Creative Coding - Storytelling,,,"July 18, 2018 4:30pm","July 18, 2018 6:00pm",Leonel Castillo Baker Ripley Community Center,,1:30,1:00,,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009",Coding and the Arts,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!",storytelling.png (https://dl.airtable.com/wa7Ii5uXT4i3AvMFLi9y_storytelling.png),"6th-8th, k-5th",,,,,,,,,,,,,,"2101 South St, 
Houston TX
77009",
Jul 19th Thu 2:00 PM to 3:00 PM ASCII Art,ASCII Art,,,"July 19, 2018 2:00pm","July 19, 2018 3:00pm",Houston Public Library - Central Library,,1:00,,1,"https://maps.google.com/maps?hl=en&q=Houston+Public+Library+-+Central+Library+500+McKinney,++Houston+TX+77002",Coding and the Arts,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.",CIdWGtFWwAAlBu5.png (https://dl.airtable.com/RcgC2gLTke20hey0EkQG_CIdWGtFWwAAlBu5.png),"9th-12, 6th-8th",,1,,,,,,1,,,1,,,"500 McKinney, 
Houston TX
77002",
Jul 23rd Mon 10:00 AM to 2:00 PM Invent to Learn at FabLab Houston,Invent to Learn at FabLab Houston,,,"July 23, 2018 10:00am","July 23, 2018 2:00pm",FabLab Houston,,4:00,3:00,14,"https://maps.google.com/maps?hl=en&q=FabLab+Houston+3308+Aldine+Mail+Rd+Suite+C,++Houston+TX+77039",Invent to Learn,"The Invent to Learn Program in partnership with Baker Ripley FabLab Houston is project-based summer maker and computer science summer camp. Students learn to make data visualization, art and so much more with Python programming and apply their skills to projects using maker skills such as 3D Printing, Ceramics, and Book Binding.",My Post (2).jpg (https://dl.airtable.com/q9X3rHqoSCq8wDMpJjSq_My%20Post%20(2).jpg),"6th-8th, 9th-12",,,,,,,,,,,,,,"3308 Aldine Mail Rd Suite C, 
Houston TX
77039",
